,Unnamed: 0,Monthly_Inhand_Salary ,Accounts of user,Credit cards user have,Interest Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Utlization Ratio,Credit Inquiries,Cumulative Balance,Cash Flow,Credit Score
6525,6525,7809.106667,5,5,20,4,28,7,13.36,566.86,215.5208034,247.7407038,597.6491594,86,18,3981,3293,Best
4025,4025,666.4933333,6,5,32,7,53,19,26.92,3293.1,44.01212564,30.54414902,282.0930587,90,4,3535,3413,Standard
3530,3530,7797.873333,7,6,20,2,22,20,3.47,456.9,112.540852,298.7437776,618.5027038,89,15,3268,4679,Best
372,372,2847.000833,6,5,10,-100,18,9,8.12,512.38,66.67641331,116.9269341,391.096736,85,1,4792,4830,Standard
6390,6390,3500.88,8,7,17,4,20,4302,12.71,2613.46,57261.0,86.74810791,378.6769259,75,16,4896,2813,Best
1380,1380,1445.0025,10,8,22,9,19,26,17.2,3566.21,105.583614,52.74438419,236.1722518,78,15,4830,4303,Best
2998,2998,9259.805,3,7,15,4,13,14,3.15,281.42,209.2454485,244.9910383,731.7440132,73,17,2978,2679,Best
5910,5910,6744.1,9,5,21,8,33,16,23.31,3276.46,454.5267012,91.0173498,368.865949,71,17,1212,949,Best
3615,3615,5993.87,6,4,21,5,25,17,21.58,1587.98,262.8315664,157.7028842,448.8525493,92,17,4140,3795,Standard
1978,1978,6952.996667,0,4,11,1,18,2,4.41,152.98,42.74236078,412.3320755,520.2252304,73,19,4051,773,Best
5827,5827,4231.816667,4,4,12,7,15,15,18.52,1453.63,201.7436564,157.5808455,313.8571648,72,16,3367,3694,Best
6843,6843,393.1591667,5,7,12,6,34,14,14.98,908.02,35.46180125,20.15024207,263.7038734,72,17,1621,538,Best
2502,2502,1173.226667,7,8,30,3,55,22,1.61,1452.82,30.45871672,157.9053432,218.9586068,93,8,4344,4950,Standard
2758,2758,2757.5575,1,6,12,1,0,3,8.3,497.75,23.59397797,116.934544,385.2272281,87,8,4121,191,Best
1296,1296,5089.2925,6,10,26,8,59,23,24.24,2603.85,342.2290732,52.10880205,354.5913748,96,17,4007,3975,Standard
6268,6268,2549.636667,7,10,19,2,28,16,9.43,2518.1,29.98949551,57.37336274,407.6008084,73,15,3192,2064,Best
4296,4296,7394.325,7,3,16,1,20,11,3.97,472.21,72.17909178,388.4164703,548.8369379,76,15,4084,4266,Best
2712,2712,692.8145833,8,5,26,3,7,7,13.83,1941.95,72080.0,30.92578438,306.8871375,73,14,3214,1441,Best
2082,2082,4532.955,9,7,28,6,41,12,13.8,1394.29,244.3970313,130.7981372,338.1003315,85,8,3502,535,Standard
4034,4034,5062.973333,10,6,19,6,18,18,23.04,3676.39,243.2266636,307.2781171,215.7925526,75,18,2482,3607,Best
5946,5946,690.1116667,8,9,31,5,65,15,29.52,4984.82,36.67512792,55.92433094,256.4117078,84,16,4067,2072,Best
7527,7527,5492.9875,6,4,17,2,28,13,11.03,1493.29,79.79713621,554.6670031,204.8346106,74,18,2144,1325,Best
7113,7113,4811.25,3,3,20,1,18,17,6.15,846.68,44.52236414,351.7806244,374.8220115,78,16,2443,538,Best
467,467,10221.305,3,1297,11,4,13,8,7.12,923.85,344.1815356,685.6839887,252.2649757,70,14,2744,4746,Best
50,50,2898.385,6,7,17,6,13,12,2.22,1283.37,103.0375604,359.7718323,117.0291074,81,15,3859,3575,Best
1405,1405,9321.595,1,4,6,4,4,3,3.4,82.71,376.5597009,197.4830509,608.1167482,73,5,1921,875,Good
2390,2390,1112.0925,6,9,24,6,59,21,20.61,3491.37,46.06385913,53.86288209,301.2825088,73,10,3109,510,Best
6116,6116,7437.89,3,4,8,4,10,9,11.26,747.28,155.3304165,821.0114464,57.44713712,77,9,4160,4361,Best
623,623,5933.786667,9,6,19,5,17,20,22.48,4685.34,195.5397719,118.7467631,529.0921317,98,9,1463,4336,Standard
1633,1633,1003.884583,8,6,8,2,5,12,13.26,45.37,14.72466165,37.13088788,298.5329088,92,0,3314,464,Good
21,21,2611.115,8,7,15,3,30,14,17.13,1704.18,70.47833267,29.32636371,411.3068036,86,13,3392,1284,Standard
1209,1209,858.28375,4,7,8,4,18,17,6.57,165.88,32.05796275,50.71834067,293.0520716,91,1,1157,4368,Good
2592,2592,671.19,6,6,14,4,22,10,14.96,322.61,22.40069899,55.39505713,279.3232439,72,17,1935,3448,Best
84,84,1387.303333,7,7,19,6,31,21,6.07,1793.54,65.13948778,109.5920323,243.9988133,98,17,2191,2089,Standard
2435,2435,3485.206667,4,7,2,1,29,20,2.65,1221.95,26.13018929,265.4025638,346.9879136,75,7,3983,4443,Best
880,880,12352.54667,5,5,2,2,14,3,2.89,218.25,164.9520794,1072.889719,287.4128682,97,5,1217,3049,Good
7128,7128,1711.88,8,10,30,8,62,22,7.59,4862.8,98.52215139,45.61729384,277.0485548,73,16,4457,4080,Best
6368,6368,12764.95667,5,5,7,4,13,4,2.54,559.23,470.4072553,284.0777804,762.010631,78,11,3612,4024,Best
5887,5887,3756.148333,4,4,16,-100,13,11,7.58,308.91,106.3766123,121.7382737,397.4999473,78,19,4446,311,Best
595,595,14258.02667,4,7,9,1,9,5,6.06,967.23,107.8108996,366.6186098,1191.373157,96,0,1449,149,Good
845,845,4306.27,8,3,3,4,17,10,4.04,821.27,82.22147115,167.273391,431.1321379,70,0,3591,1918,Good
3166,3166,2079.061667,7,329,18,3,30,17,12.65,355.4,45.83656655,151.9472999,280.1223002,78,15,1963,3107,Best
2603,2603,5356.473333,9,8,15,8,24,19,6.41,4362.52,390.4512882,66.66633447,318.5297107,77,19,3687,175,Best
461,461,908.2704167,8,6,29,8,45,17,7.75,1684.06,52.83913367,84.64670068,243.3412073,94,8,1638,4080,Standard
1581,1581,8595.465,4,6,5,4,8,18,7.07,462.11,224.5107863,394.0551945,520.9805192,95,9,1964,3123,Standard
6678,6678,3156.8625,4,4,18,3,8,16,8.97,362.03,64.24529762,182.436212,329.0047404,73,18,4033,665,Best
7488,7488,2564.368333,5,7,14,3,24,13,3.93,1346.44,68.83965451,319.2476324,158.3495464,77,19,2560,3872,Best
5771,5771,3447.966667,3,4,11,3,18,13,4.8,629.75,103.3026646,52.65861871,428.8353833,78,15,1511,237,Best
3731,3731,1598.4875,7,7,16,7,54,18,9.09,1300.71,96.40963543,124.5149597,228.9241549,94,19,3962,1441,Standard
6791,6791,4302.0375,8,7,29,6,16,22,6.67,2132.13,210.2237403,287.8610245,202.1189853,77,16,1764,4001,Best
7013,7013,1293.160833,9,7,31,8,37,18,18.63,4857.54,72.66347359,30.79216851,275.8604412,82,8,1736,4353,Best
5031,5031,3545.291667,5,6,18,4,10,8,19.79,1148.67,148.4525443,77.44245685,378.6341655,74,13,3098,1827,Best
1191,1191,4300.731667,5,5,5,2,14,17,15.11,345.71,60.10848226,518.6022519,141.3624325,77,14,2371,4918,Best
867,867,6535.43,10,6,16,6,32,20,9.94,2321.23,232.3847176,474.0644699,227.0938125,85,11,1793,1547,Standard
6937,6937,3972.206667,8,4,9,4,14,16,17.98,1484.58,116.0194488,236.2010274,305.0001904,88,15,3243,4071,Best
6003,6003,636.715,6,6,5,3,12,16,15.49,1382.42,23.63719587,62.64643606,267.3878681,78,15,3432,1820,Best
2466,2466,3143.049167,6,3,10,3,11,12,8.13,291.46,72.26613726,179.9150803,332.1236991,99,3,1699,2702,Good
6342,6342,1430.0625,5,4,17,7,35,15,7.91,738.06,115.1074744,44.37088164,233.527894,70,18,4273,4218,Best
4775,4775,9036.2125,4,6,5,1,13,12,14.43,1387.19,86.8235855,78.13769568,978.6599688,79,15,2110,2877,Best
3160,3160,8408.455,4,6,6,3,23,5,9.46,849.98,255.2077858,572.3188697,303.3188445,87,15,3647,3557,Standard
4461,4461,9702.88,2,3,2,-100,2,5,3.81,1404.39,29076.0,88.12688895,993.2199817,77,5,2244,4351,Good
1652,1652,2755.23154,4,6,18,-100,13,17,3.66,1004.66,161.0784854,272.5117589,253.1218824,76,18,3111,1289,Best
2883,2883,3523.5175,7,7,25,6,46,17,28.89,2757.48,122.4826703,150.4969275,339.3721523,72,16,4618,3083,Best
4568,4568,1800.800833,9,5,25,7,25,20,19.67,3838.0,63.36866264,15.95335495,340.7580657,99,8,1676,3119,Standard
6541,6541,8347.61,0,3,11,3,11,273,0.72,904.93,130.6197106,289.7334861,694.4078032,78,16,2142,4869,Best
6878,6878,2586.2,7,3,8,1,24,19,17.02,322.94,23.27391442,186.9938771,328.3522085,70,19,4380,1076,Best
3950,3950,8526.145,5,4,9,2,12,1,2.1,460.58,173.9355003,139.1032292,789.5757705,96,2,4042,1682,Good
4165,4165,3371.071667,6,9,18,3,38,21,2.55,1972.69,76.21663042,121.5376044,389.3529318,93,12,4053,438,Standard
4734,4734,5880.143333,10,6,23,9,39,22,19.87,4156.67,295.0360095,88.00417728,454.9741465,75,17,2047,3483,Best
795,795,1530.285833,494,10,34,-100,60,25,24.49,2725.14,82.65421881,186.3101733,174.0641913,87,12,3212,1471,Standard
1550,1550,1330.985833,6,3,12,7,27,8,12.12,1427.56,84.00410322,91.19125493,247.9032252,84,15,1997,3135,Best
7068,7068,1819.029167,8,9,30,5,22,19,11.7,2153.35,44.33687369,11.80787335,365.7581696,70,15,1697,248,Best
5969,5969,11059.18667,8,5,15,2,12,16,9.89,668.14,145.1118234,129.5214491,1081.285394,88,8,3304,2302,Best
3876,3876,1247.90375,0,5,2,2,13,6,4.17,340.96,19.66074038,126.0570918,259.0725428,81,7,1505,3111,Standard
5240,5240,2651.624167,3,4,18,3,22,12,12.86,305.79,52.66554536,221.2642252,281.2326461,75,16,4652,2056,Best
351,351,3006.266667,1,6,6,4,14,3,11.56,869.99,74.69027138,276.8189914,239.1174038,75,2,3164,1718,Good
3302,3302,10321.51,5,3,9,-100,1,11,6.24,827.59,77.00407799,661.6275901,553.5193319,75,19,3025,4895,Best
2187,2187,13725.2,4,274,9,1,12,6,6.43,108.82,123.5813365,303.8074458,1185.131218,93,0,4791,1172,Good
340,340,2300.368333,6,5,16,2,18,14,11.85,1073.94,36.06763128,128.2161902,325.7530119,75,18,2035,429,Best
5922,5922,1932.664167,3,5,10,2,13,17,11.66,642.22,35.92761913,48.43532785,348.9034697,81,19,1248,1578,Best
2427,2427,1056.927083,5,3,20,3,20,10,11.18,819.71,27.74625367,70.90267992,297.0437747,75,15,1251,1678,Best
1543,1543,1133.2575,8,5,22,5,20,19,7.26,4734.52,41.74227149,38.47294867,323.1105298,98,9,4870,693,Standard
557,557,11584.51,3,4,8,2,1,1,2.58,282.56,183.7595131,301.9379544,922.7535325,91,0,1409,495,Good
5399,5399,1619.936667,8,10,20,7,22,24,26.21,2657.29,82.44795826,59.71277248,269.8329359,73,15,4858,1796,Best
5776,5776,1655.345,9,9,1535,6,50,15,23.69,4207.77,65.33850635,156.130491,224.0655027,83,14,3030,3563,Best
7534,7534,2649.484167,2,7,3,4,15,5,1.94,1035.24,64.30557528,242.5268528,248.1159886,71,17,2463,1942,Best
4752,4752,14566.41333,4,7,1,1,7,2,4.54,1486.89,72.75291632,449.1045064,1184.783911,76,17,3969,2705,Best
6959,6959,858.28375,4,7,8,4,23,19,1.57,165.88,32.05796275,82.23023692,251.5401753,71,16,4713,4832,Best
1988,1988,1027.31,6,6,15,3,30,10,10.06,983.22,23.61597002,68.73637975,290.3786502,70,14,2727,4158,Best
7614,7614,7172.5325,4,5,17,2,13,16,10.02,1221.97,125.4664843,242.7820461,639.0047196,74,12,4008,1636,Best
6335,6335,5196.815,3,7,8,3,5,14,10.05,1255.36,149.449891,199.5816177,420.6499913,74,17,1463,2886,Best
343,343,11203.72667,3,3,10,2,14,6,10.28,89.68,144.8306823,475.9167981,779.6251862,93,4,4570,2264,Good
3416,3416,3096.836667,2,7,9,4,15,-1,7.92,89.93,76.63035384,118.5797427,364.4735702,84,12,2130,4238,Standard
7583,7583,1118.715,6,4,11,1,29,18,8.49,1137.12,4.462837467,127.8898982,269.5187643,77,15,3598,1289,Best
2973,2973,1659.141667,6,5,15,2,21,17,10.14,1490.65,29.92158094,115.4713384,300.5212473,90,3,2009,996,Standard
2189,2189,13725.2,4,3,9,1,12,6,6.43,108.82,123.5813365,583.2068224,955.7318411,96,4,3874,4112,Good
2085,2085,6504.19,8,8,3319,7,45,22,0.64,1597.7,449.5057237,412.0329838,68.88029253,85,18,1211,830,Best
1716,1716,1211.6125,3,8,21,4,8,18,16.77,1898.34,46.67344609,129.2557407,235.2320632,80,9,3905,3520,Standard
2482,2482,1582.166667,8,3,8,3,16,8,13.57,1491.56,38.57893012,135.0872135,274.550523,96,8,1355,2627,Standard
5122,5122,1550.983333,4,284,24,3,7,15,13.24,2019.55,44.7635214,82.12982485,318.2049871,78,19,1710,1239,Best
3844,3844,4253.11,6,9,29,2,21,20,9.13,1896.8,58.07482988,378.8224932,278.413677,85,9,2952,1492,Standard
5219,5219,4239.71,4,6,6,3,10,14,18.22,849.02,111.3567314,419.350414,183.2638546,71,19,3316,503,Best
4133,4133,6913.963333,10,10,19,6,21,21,7.76,2671.76,361.7776439,389.1142881,200.5044013,76,18,1156,1413,Standard
2858,2858,7046.061667,4,4,12,1,15,0,8.99,702.26,60.86361532,156.4859712,727.2565801,93,1,1245,709,Good
6136,6136,9997.592514,3,5,12,4,29,20,11.09,1428.68,1320.549063,209.5174827,893.2396069,73,16,3883,4750,Best
4302,4302,6325.7275,4,6,4,2,10,17,8.28,1311.24,127.185567,82.16738769,663.2197954,89,11,1539,2592,Good
5757,5757,2144.964167,7,7,13,2,17,8,1.51,1246.66,38.59964395,87.53215017,338.3646225,73,18,3752,2527,Best
6291,6291,9559.706667,3,3,5,1,18,13,3.79,86.51,73.26054843,970.0948022,192.615316,71,17,3332,3278,Best
5339,5339,1689.6925,7,183,33,7,22,18,29.16,2574.63,103.3186275,60.72824172,254.9223808,74,17,4788,2709,Best
387,387,6327.616667,6,5,20,6,52,17,26.16,4167.43,309.5754021,142.361499,420.8247656,74,18,2046,2671,Best
5177,5177,9541.743333,8,3,8,3,11,11,19.16,296.14,255.7475648,98.46394927,839.9628193,79,10,2628,4954,Best
3878,3878,797.1158333,8,6,22,2,33,18,7.64,1767.29,13.16840381,14.278716,312.2644635,75,16,2779,1139,Best
5640,5640,2284.596667,8,6,16,3,10,13,19.93,722.02,49.23739807,81.13315801,348.0891106,76,14,3893,4920,Best
4641,4641,1288.175,7,10,31,9,30,17,18.57,4378.25,108.0515053,45.84655055,264.9194441,75,10,1563,723,Best
1532,1532,2937.33,6,547,22,5,39,17,7.35,3029.92,112.4357847,148.5160712,292.7811441,70,17,3373,686,Best
718,718,1806.265,9,8,26,2,22,14,11.26,1369.54,19.7587278,105.147,315.7207722,87,12,3642,1732,Standard
5381,5381,525.5595833,10,7,22,6,21,16,23.04,4403.86,21.48330723,19.82632605,271.246325,79,16,3657,4665,Best
2430,2430,1056.927083,555,3,20,3,23,9,11.18,819.71,27.74625367,125.078735,242.8677196,76,17,3324,3665,Best
7615,7615,5069.9225,6,9,20,6,60,25,17.16,3619.98,178.8589689,70.7101465,507.4231346,71,19,2941,2657,Best
5243,5243,2955.894167,7,6,6,1,10,14,8.28,1074.66,21.66210627,161.3377046,372.5896058,76,19,3871,3467,Best
837,837,1088.90375,8,5,8,-100,16,12,2.96,759.86,31.3499696,103.5663154,253.97409,70,14,4530,2422,Best
4967,4967,1306.963333,9,9,31,8,62,19,16.54,4300.59,75.15890176,131.6804439,213.8569877,79,16,3195,3762,Best
1367,1367,3935.3,5,6,28,6,10,18,9.64,2521.52,211.7097552,319.8237488,131.996496,81,8,3451,1248,Standard
2747,2747,2398.818333,6,6,11,4,13,13,7.79,1079.72,82.27811008,221.5779366,226.0257866,75,10,1578,372,Best
6649,6649,6284.613333,4,5,17,4,14,21,2.74,1173.7,215.8391706,117.3102589,535.3119038,89,11,4245,3862,Best
4225,4225,5099.6725,5,6,19,3,33,12,17.52,1050.84,98.02987292,201.8952828,460.0420943,70,16,1686,3161,Best
862,862,8034.7,5,7,6,4,19,11,15.86,80.5,259.8059369,223.6558851,570.008178,97,17,1220,3299,Standard
3344,3344,6396.33,8,5,20,4,45,24,3.73,2062.79,138.2606062,84.77523419,656.5971596,86,9,2850,1110,Standard
760,760,3247.849167,5,3,3,-100,9,9,10.39,651.85,30.64502724,33.64055057,500.4993389,97,0,1306,4726,Good
3721,3721,12025.25333,7,3,6,5,16,11,16.48,775.02,352.9381413,372.2244344,727.3627576,85,16,3519,365,Best
5211,5211,10696.4475,0,7,10,3,29,3,1.78,1428.94,208.8584734,752.9278756,387.858401,74,17,3715,2606,Best
5247,5247,3046.515,7,6,25,8,45,17,25.21,3607.64,134.5815336,52.92054348,357.1494229,76,10,1941,829,Best
4214,4214,576.8079167,8,9,18,9,29,21,8.47,4313.93,9159.0,19.89952265,280.6846548,73,16,2135,3025,Best
4549,4549,2955.055,3,7,32,5,21,22,12.54,1353.06,123.2410515,160.3159953,271.9484532,71,15,1405,2059,Best
7601,7601,683.83,8,8,16,7,36,15,9.36,2011.53,33.32043859,40.30237228,284.7601891,76,14,4615,835,Best
635,635,1859.7075,0,102,8,1,3,3,7.09,1118.37,8.821659719,25.47029346,391.6787968,91,9,2805,3011,Good
2148,2148,1143.945,6,9,33,6,24,24,27.12,3106.09,47.71745624,74.70247006,251.9745737,77,19,2965,2693,Best
2217,2217,1561.5775,5,6,20,1,28,20,11.41,313.06,9.878117784,93.0754726,333.2041596,74,14,1864,3727,Best
7168,7168,1149.1275,4,4,10,4,11,15,16.12,862.42,24.05878365,100.8232576,270.0307087,76,18,2993,4369,Best
6528,6528,6296.266667,3,7,9,4,16,9,16.44,1965.63,200.3052304,61.88899658,607.4324397,71,16,3985,2083,Best
2556,2556,1236.915,8,7,16,5,27,14,16.45,1278.88,44.32788927,24.7780194,304.5855913,89,8,3507,1302,Standard
1897,1897,2597.548333,3,5,5,4,2,8,1.12,640.4,66.06402666,104.5925744,379.0982323,99,4,3584,182,Good
870,870,6535.43,10,6,2565,6,32,21,9.94,2321.23,232.3847176,509.8968823,191.2614002,70,10,4675,3898,Standard
1286,1286,1400.799167,648,3,8,5,21,12,11.42,1109.22,68.09053967,49.29875059,272.6906264,76,7,3703,1604,Best
4213,4213,576.8079167,8,9,18,-100,29,21,8.47,4313.93,37.09661426,33.2986888,277.2854886,79,10,2738,351,Best
1732,1732,5205.535,4,4,17,1,26,12,11.82,768.36,28.01044946,273.2113291,509.3317214,78,8,3701,4312,Standard
4787,4787,1097.261667,8,5,26,2,4,17,17.39,1802.72,20.4904723,45.26796097,293.9677334,79,14,2316,4248,Best
3592,3592,7097.24,0,1,6,4,3,3,2.87,396.97,206.7406324,226.6174752,536.3658925,72,7,2237,4153,Best
6258,6258,6899.4225,3,3,6,-100,7,13,11.73,1188.76,250.3763595,300.9495404,398.6163501,76,7,2682,871,Best
4158,4158,2071.544167,7,5,14,2,7,17,13.51,33.85,31.8394143,68.14489164,357.1701107,74,15,4553,1437,Best
64,64,4720.926667,9,8,31,8,48,21,10.27,3532.83,200.4326134,205.2501523,356.409901,88,5,1908,216,Standard
4551,4551,11738.73333,5,3,5,4,10,19,8.22,817.22,383.2384505,288.74641,741.8884728,73,19,2406,3901,Best
1387,1387,3115.270833,7,5,5,4,17,10,7.12,575.21,67.41331375,124.8489777,409.2647919,83,17,1961,3590,Best
1111,1111,5326.255,7,4,10,3,30,16,15.85,1230.58,120.3581056,115.882694,546.3847004,77,14,4991,989,Best
6949,6949,4139.39,5,6,10,6,30,5,19.9,1475.3,219.3084504,128.9569735,315.6735761,70,16,2645,2945,Best
6150,6150,1355.84,7,8,21,9,29,16,29.37,4570.87,67.95958721,55.14901709,282.4753957,71,19,2920,1464,Best
1271,1271,1593.56,3,3,20,4,14,6,10.76,1050.18,40.98279994,190.8449792,217.5282209,79,14,1962,4794,Best
4012,4012,3520.621667,7,6,28,9,32,16,27.12,4838.26,220.4014984,315.9885444,85.67212379,77,18,2433,4372,Best
1747,1747,2073.33625,5,3,8,3,30,11,1.08,939.2,33.15526655,150.8053674,313.3729911,76,17,2801,3573,Best
263,263,11877.47333,3,4,15,4,5,13,13.1,404.51,414.6560132,990.2115188,72.87980133,71,15,1594,584,Best
3470,3470,6431.71,5,7,13,1,15,14,8.22,1068.66,35.83540166,402.7547574,474.5808409,84,19,1054,1507,Best
2010,2010,1671.800833,8,7,18,6,12,18,8.1,1265.65,68112.0,50.06409701,312.1429026,71,15,2969,666,Best
4623,4623,8996.67,5,5,13,2,9,13,11.09,224.7,103.0585668,776.0683323,310.5401008,75,18,3984,3952,Best
1704,1704,2282.086667,6,9,23,6,45,23,6.06,1882.15,100.5391541,83.1960103,294.4735023,74,8,1453,799,Standard
5006,5006,5428.12,7,7,24,7,28,13,11.78,1450.31,229.4802377,368.1144732,205.2172891,75,19,1246,2767,Best
5741,5741,7223.5225,3,240,17,2,9,13,12.58,102.66,29803.0,53.15502315,763.1004901,76,18,1571,4426,Best
7596,7596,2161.3125,5,6,5,5,5,12,17.36,82.6,113.1923154,70.80107409,302.1378605,78,13,3456,2094,Best
7278,7278,1362.11,10,10,17,9,24,17,22.95,2899.99,111.9039843,134.0858159,180.2211998,71,18,2488,4679,Best
649,649,9836.2425,5,6,10,-100,11,4,8.47,1124.02,171.0770243,339.8581191,752.6891067,88,13,1410,4212,Standard
5891,5891,2555.484167,5,7,9,1,7,8,14.92,310.76,65594.0,100.1239751,387.0836864,79,15,3193,571,Best
6879,6879,5906.74,5,6,12,7,9,15,13.04,2644.2,387.7705027,313.565703,179.3377943,79,18,2720,2960,Best
6847,6847,1372.902589,6,4,13,1,20,18,19.46,942.99,120.2458435,153.8785133,270.2021377,70,3,2436,4711,Best
4377,4377,593.8883333,7,6,34,-100,20,18,4.58,1686.78,33.21948646,45.96842022,270.2009267,97,10,4383,1810,Standard
7332,7332,4473.17,7,7,33,7,46,17,6.62,1638.92,196.378019,66.5768527,424.3621283,77,17,2391,4728,Best
6355,6355,4662.496667,7,5,24,4,20,25,7.24,1974.3,113.5511309,116.4726977,476.2258381,74,14,3659,2936,Best
5924,5924,1623.778333,5,4,11,4,24,12,18.1,2575.62,54.39627003,82.2142524,285.7673109,74,18,2585,1597,Best
2994,2994,1454.46,6,6,22,2,26,15,9.11,2468.95,30.87001088,98.07680854,306.4991806,99,10,3514,1781,Standard
6819,6819,1057.822083,6,3,7,2,25,17,18.55,630.24,14.56655931,34.54075594,326.6748931,71,14,3852,1632,Best
5079,5079,1409.481667,5,5,20,2,28,13,4.87,427.06,18.98379688,19.25716457,352.7072052,92,14,1798,4885,Best
5764,5764,1701.6325,4,6,18,1,22,13,14.46,1195.06,9.299161964,125.5445768,315.3195112,72,19,3874,1626,Best
3762,3762,5155.5575,5,5,13,4,22,8,7.45,676.09,116.3128264,390.3343833,288.9085402,75,16,3328,1131,Best
3917,3917,2748.655,8,8,19,3,16,13,10.17,2538.81,81.83340589,136.4851415,336.5469527,88,12,1584,4488,Standard
782,782,4336.8925,10,5,32,7,21,18,19.59,4196.17,50814.0,207.5275011,275.9720402,79,18,3906,982,Best
5071,5071,3163.326667,6,3,11,2,16,10,16.8,23.58,53.58513706,59.56412862,443.183401,88,9,1571,2189,Best
2493,2493,2739.075,4,7,17,1,24,8,11.88,1295.67,5116.0,354.7798579,191.1529139,74,14,4488,877,Best
7160,7160,1216.7325,10,8,24,9,62,17,17.46,3115.82,85.87037114,96.04946189,229.753417,73,17,2416,4795,Best
2354,2354,4134.0225,7,5,27,4,18,19,-1.08,1509.72,114.3106707,53.58302981,485.5085495,93,14,1328,2153,Standard
6247,6247,10306.15333,6,4,18,1,11,8,19.72,1416.79,81.12026028,832.8233471,386.671726,72,10,4225,2792,Best
1619,1619,1871.992083,2,3,9,1,7,3,1.76,166.25,11.55616488,60.09534158,365.5477019,90,0,4264,2357,Good
6701,6701,4602.553333,7,9,19,8,35,23,24.39,2818.43,304.7445754,61.58278447,333.9279734,71,15,1879,4442,Best
4628,4628,1527.6525,5,89,6,6,31,11,11.25,171.8,62.48466605,88.42459988,271.8559841,89,16,2104,3266,Best
3428,3428,6511.01,9,6,27,5,22,17,0.72,2532.0,42827.0,47.82678792,587.6940599,89,11,2883,2333,Standard
5439,5439,1467.52125,5,7,14,4,23,9,3.9,700.09,31.19606825,77.69334393,327.8627128,86,18,1966,2675,Best
5152,5152,7216.9275,3,4,10,3,11,11,3.04,931.94,223.2765485,151.0083201,597.4078815,73,19,4524,1704,Best
261,261,3454.528333,5,6,12,2,13,5,4.18,1194.28,56.31142051,147.5732176,401.5681952,90,4,1361,4064,Good
5723,5723,5533.481667,4,4,18,7,28,851,16.61,282.06,345.2172695,281.5130918,186.6178054,73,17,3404,3361,Best
2905,2905,1096.08,8,7,23,9,55,21,4.78,1975.27,78.22962898,146.7394673,174.6389037,72,12,1169,3724,Standard
1090,1090,1219.727083,6,6,11,1,28,14,9.63,1124.16,13.26805418,96.6659099,282.0387443,89,16,3870,3520,Best
2977,2977,2949.041667,10,7,33,7,38,20,18.54,2543.44,132.2560664,330.4207067,122.2273936,87,8,4937,4330,Standard
958,958,4156.268333,3,6,17,1,2,18,6.4,486.71,23.78387813,146.2525941,525.5903611,75,15,2681,1749,Best
1136,1136,2039.079583,0,4,10,2,14,10,2.71,992.78,32.31239993,93.03010521,348.5654532,76,9,1219,2089,Standard
6496,6496,11618.3,4,6,10,2,28,14,2.14,1132.1,163.1294566,97.45235616,1141.248187,78,14,3781,1479,Best
7345,7345,1916.910833,5,3,14,3,13,15,10.53,1123.51,51.42495074,186.6246444,243.6414882,77,15,4723,3881,Best
1054,1054,1928.005833,4,3,10,1,23,10,3.1,94.75,17.06628101,63.8183469,361.9159554,71,16,4404,3221,Best
6591,6591,7743.183333,6,3,18,1,32,20,17.02,864.35,42.53731759,742.9619573,268.8190584,78,7,3181,2515,Best
6137,6137,1300.588003,7,3,12,4,13,19,12.35,488.34,92.91440921,60.42200891,329.4726207,73,19,4857,2698,Best
5830,5830,7999.946667,4,5,10,6,26,23,14.5,461.05,248.4607171,185.4111265,606.1228231,79,11,1446,842,Best
